SMILES,Idx,FID
[14*]c1sc2c(sc3c([16*])c(C4=CC5SC=CC5S4)sc32)c1[16*],0,461
[14*]c1sc2c(sc3c([16*])c(C4=CC5SC=CC5S4)sc32)c1[16*],8,466
[14*]c1sc2c(sc3c([16*])c(C4=CC5SC=CC5S4)sc32)c1[16*],21,509
[9*]n1c2ccccc2c2c3oc(=O)cc([16*])c3ccc21,0,458
[9*]n1c2ccccc2c2c3oc(=O)cc([16*])c3ccc21,15,456
[16*]c1ccc(P(=O)(c2ccccc2)c2ccc([16*])cc2)cc1,0,51
[16*]c1ccc(P(=O)(c2ccccc2)c2ccc([16*])cc2)cc1,17,51
[16*]c1ccc2c(c1)-c1ccccc1C21c2ccccc2N2c3ccccc3C(C)(C)c3cccc1c32,0,579
[16*]c1cc2c([16*])cc3c([16*])cc([16*])c4cc([16*])c(c1)c2c34,0,482
[16*]c1cc2c([16*])cc3c([16*])cc([16*])c4cc([16*])c(c1)c2c34,5,84
[16*]c1cc2c([16*])cc3c([16*])cc([16*])c4cc([16*])c(c1)c2c34,9,20
[16*]c1cc2c([16*])cc3c([16*])cc([16*])c4cc([16*])c(c1)c2c34,12,20
[16*]c1cc2c([16*])cc3c([16*])cc([16*])c4cc([16*])c(c1)c2c34,16,84
[16*]c1cc(C#N)cc([16*])c1[16*],0,27
[16*]c1cc(C#N)cc([16*])c1[16*],8,27
[16*]c1cc(C#N)cc([16*])c1[16*],10,15
[14*]c1cc2nc3c(cc([14*])n3C)nc2n1C,0,103
[14*]c1cc2nc3c(cc([14*])n3C)nc2n1C,9,103
[16*]c1cc2ccc3c([16*])ccc4c5nc(C#N)c(C#N)nc5c(c1)c2c34,0,395
[16*]c1cc2ccc3c([16*])ccc4c5nc(C#N)c(C#N)nc5c(c1)c2c34,8,553
[14*]c1nsc([14*])n1,0,281
[14*]c1nsc([14*])n1,5,370
[10*]N1C(=O)C(c2ccc([16*])cc2)=C(c2ccc([16*])cc2)C1=O,0,470
[10*]N1C(=O)C(c2ccc([16*])cc2)=C(c2ccc([16*])cc2)C1=O,9,196
[10*]N1C(=O)C(c2ccc([16*])cc2)=C(c2ccc([16*])cc2)C1=O,17,196
[11*]SC,0,154
[14*]c1nc([14*])c(C)c([14*])n1,0,528
[14*]c1nc([14*])c(C)c([14*])n1,4,138
[14*]c1nc([14*])c(C)c([14*])n1,8,138
[16*]c1ccc2c3c(ccc([16*])c13)-c1nc(C#N)c(C#N)nc1-2,0,258
[16*]c1ccc2c3c(ccc([16*])c13)-c1nc(C#N)c(C#N)nc1-2,10,258
[7*]=C1C(=O)c2ccccc2C1=O,0,263
[9*]n1c2ccccc2c2cc(C3(c4ccc5c(c4)c4ccccc4n5[9*])c4ccccc4Sc4ccccc43)ccc21,0,402
[9*]n1c2ccccc2c2cc(C3(c4ccc5c(c4)c4ccccc4n5[9*])c4ccccc4Sc4ccccc43)ccc21,25,402
[9*]n1c2ccccc2c2sc3ccccc3c21,0,347
[16*]c1cc(P(=O)(c2ccccc2)c2ccccc2)cc(P(=O)(c2ccccc2)c2ccccc2)c1,0,348
[7*]=Cc1nc([14*])cs1,0,261
[7*]=Cc1nc([14*])cs1,5,277
[9*]n1c2ccc([16*])cc2c2cc3c(cc21)C(C)(C)c1ccccc1-3,0,124
[9*]n1c2ccc([16*])cc2c2cc3c(cc21)C(C)(C)c1ccccc1-3,6,465
[16*]c1ccc2c(c1)C1(c3cc([16*])ccc3S2)c2ccccc2-c2ccccc21,0,268
[16*]c1ccc2c(c1)C1(c3cc([16*])ccc3S2)c2ccccc2-c2ccccc21,11,268
[16*]c1cncnc1,0,98
[9*]n1c2cccnc2c2c3sc4ccccc4c3ccc21,0,490
[9*]n1c2ccccc2c2c3ccccc3ccc21,0,228
[7*]=C(c1ccccc1)c1ccc2c3ccccc3n([9*])c2c1,0,397
[7*]=C(c1ccccc1)c1ccc2c3ccccc3n([9*])c2c1,19,412
[5*]N1c2ccc(C)cc2C2(c3ccccc3-c3ccccc32)c2cc(C)ccc21,0,238
[16*]c1cc2nsnc2cc1[16*],0,115
[16*]c1cc2nsnc2cc1[16*],10,115
[7*]=CC=[7*],0,144
[7*]=CC=[7*],3,144
[5*]N1C=C(C=[7*])C(C)(C)c2ccccc21,0,477
[5*]N1C=C(C=[7*])C(C)(C)c2ccccc21,5,451
[8*]CCCCCC,0,119
[9*]n1ccc2c3c(ccc4cnc5ccccc5c43)ccc21,0,568
[16*]c1ccc2c(c1)c1cc3ccccc3c3c4c5ccccc5ccc4n2c13,0,544
[5*]N1c2ccccc2C(C)(C)c2cccc([16*])c21,0,6
[5*]N1c2ccccc2C(C)(C)c2cccc([16*])c21,16,513
[4*]CCCCCCCCCCCC,0,219
[5*]N1c2ccccc2Oc2cc([16*])ccc21,0,10
[5*]N1c2ccccc2Oc2cc([16*])ccc21,12,517
[7*]=Cc1ncc([14*])s1,0,261
[7*]=Cc1ncc([14*])s1,6,501
[14*]c1nc2cc([16*])ccn2n1,0,146
[14*]c1nc2cc([16*])ccn2n1,6,323
[13*]C1CC(c2ccc([N+](=O)[O-])cc2)=NN1c1ccccc1,0,548
[16*]c1ccc([16*])c2nc3c4cccnc4c4ncccc4c3nc12,0,423
[16*]c1ccc([16*])c2nc3c4cccnc4c4ncccc4c3nc12,5,423
[14*]c1cc([14*])nc(C)n1,0,141
[14*]c1cc([14*])nc(C)n1,4,141
[16*]c1ccc2c(c1)-c1cc([16*])ccc1S2(=O)=O,0,169
[16*]c1ccc2c(c1)-c1cc([16*])ccc1S2(=O)=O,10,169
[16*]c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc([16*])ccc1-2,0,204
[16*]c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc([16*])ccc1-2,27,204
[9*]n1c2ccccc2c2ccc3oc4ccccc4c3c21,0,319
[4*]CCCCCCCC,0,294
[9*]n1c2c([16*])cc([16*])cc2c2cc([16*])cc([16*])c21,0,2
[9*]n1c2c([16*])cc([16*])cc2c2cc([16*])cc([16*])c21,4,429
[9*]n1c2c([16*])cc([16*])cc2c2cc([16*])cc([16*])c21,7,4
[9*]n1c2c([16*])cc([16*])cc2c2cc([16*])cc([16*])c21,13,4
[9*]n1c2c([16*])cc([16*])cc2c2cc([16*])cc([16*])c21,16,429
[14*]c1nc([14*])nc(C2(c3ccc([16*])cc3)c3ccccc3-c3ccccc32)n1,0,298
[14*]c1nc([14*])nc(C2(c3ccc([16*])cc3)c3ccccc3-c3ccccc32)n1,4,298
[14*]c1nc([14*])nc(C2(c3ccc([16*])cc3)c3ccccc3-c3ccccc32)n1,12,533
[16*]c1cccc2c1Oc1cccc3c1B2c1cccc([16*])c1O3,0,333
[16*]c1cccc2c1Oc1cccc3c1B2c1cccc([16*])c1O3,20,333
[5*]N([5*])C,0,394
[5*]N([5*])C,2,394
[10*]N1C(=O)C2=C(c3ccc([16*])cc3)N([10*])C(=O)C2=C1c1ccc([16*])cc1,0,361
[10*]N1C(=O)C2=C(c3ccc([16*])cc3)N([10*])C(=O)C2=C1c1ccc([16*])cc1,10,270
[10*]N1C(=O)C2=C(c3ccc([16*])cc3)N([10*])C(=O)C2=C1c1ccc([16*])cc1,14,361
[10*]N1C(=O)C2=C(c3ccc([16*])cc3)N([10*])C(=O)C2=C1c1ccc([16*])cc1,23,270
[9*]n1c2ccccc2c2cc(C3=C(c4ccc5c(c4)c4ccccc4n5[9*])C(=O)N([10*])C3=O)ccc21,0,379
[9*]n1c2ccccc2c2cc(C3=C(c4ccc5c(c4)c4ccccc4n5[9*])C(=O)N([10*])C3=O)ccc21,26,379
[9*]n1c2ccccc2c2cc(C3=C(c4ccc5c(c4)c4ccccc4n5[9*])C(=O)N([10*])C3=O)ccc21,30,559
[16*]c1ccc2c3c(cccc13)-c1nc3cc(C#N)c(C#N)cc3nc1-2,0,266
[14*]c1nc2ccccn2n1,0,146
[5*]N([5*])C=C(c1ccc([16*])cc1)c1ccc([16*])cc1,0,188
[5*]N([5*])C=C(c1ccc([16*])cc1)c1ccc([16*])cc1,2,188
[5*]N([5*])C=C(c1ccc([16*])cc1)c1ccc([16*])cc1,9,225
[5*]N([5*])C=C(c1ccc([16*])cc1)c1ccc([16*])cc1,16,225
[9*]n1c([14*])c([16*])c2c3ccccc3c([16*])cc21,0,145
[9*]n1c([14*])c([16*])c2c3ccccc3c([16*])cc21,3,152
[9*]n1c([14*])c([16*])c2c3ccccc3c([16*])cc21,5,157
[9*]n1c([14*])c([16*])c2c3ccccc3c([16*])cc21,14,167
[5*]N1c2ccc([16*])cc2[Si](c2ccccc2)(c2ccccc2)c2cc([16*])ccc21,0,130
[5*]N1c2ccc([16*])cc2[Si](c2ccccc2)(c2ccccc2)c2cc([16*])ccc21,6,432
[5*]N1c2ccc([16*])cc2[Si](c2ccccc2)(c2ccccc2)c2cc([16*])ccc21,25,432
[16*]c1cc2c(=O)c3ccccc3n3c4ccccc4c(=O)c(c1)c23,0,540
[16*]c1ccc(C2=C(c3ccc([16*])cc3)C(=O)NC2=O)cc1,0,196
[16*]c1ccc(C2=C(c3ccc([16*])cc3)C(=O)NC2=O)cc1,11,196
[7*]=C(c1ccccc1)c1ccc2c(c1)c1cc([16*])ccc1n2[9*],0,209
[7*]=C(c1ccccc1)c1ccc2c(c1)c1cc([16*])ccc1n2[9*],17,529
[7*]=C(c1ccccc1)c1ccc2c(c1)c1cc([16*])ccc1n2[9*],22,190
[1*]C(=O)CCP(=O)(O[3*])O[3*],0,352
[1*]C(=O)CCP(=O)(O[3*])O[3*],8,206
[1*]C(=O)CCP(=O)(O[3*])O[3*],10,206
[14*]c1csc([14*])n1,0,369
[14*]c1csc([14*])n1,5,367
[16*]c1cccc2c1nc1c3ccccc3c3ccccc3n21,0,444
[16*]c1ccc2c(c1)-c1ccccc1C2(C)C,0,469
[16*]c1ccc2cc3ccccc3cc2c1,0,170
[16*]c1ccc2c3c(cccc13)-c1nc(C#N)c(C#N)nc1-2,0,258
[9*]n1c2ccccc2c2c3c(ccc21)-c1ccccc1C3(c1ccccc1)c1ccccc1,0,471
[16*]c1ccc2oc3ccccc3c(=O)c2c1,0,449
[16*]c1ccc2c3ccccc3n3c(nc4c5cccc6ccc7cccc(c7c65)c43)c2c1,0,583
[16*]c1ccc2sc3ccc([16*])cc3c(=O)c2c1,0,288
[16*]c1ccc2sc3ccc([16*])cc3c(=O)c2c1,10,288
[6*]C(=O)C(C)(C)C([6*])=O,0,197
[6*]C(=O)C(C)(C)C([6*])=O,7,197
[16*]c1ccc2c(=O)cc(C)oc2c1,0,373
[16*]c1ccnc2cccnc12,0,574
[16*]c1ccc(/N=C/c2c3ccccc3cc3ccccc23)cc1,0,566
[9*]n1c2ccc([16*])cc2c2cc(C)ccc21,0,332
[9*]n1c2ccc([16*])cc2c2cc(C)ccc21,6,427
[15*]C1CCCCC1,0,111
[14*]c1cc2c(ccc3c4cc([14*])sc4ccc23)s1,0,334
[14*]c1cc2c(ccc3c4cc([14*])sc4ccc23)s1,11,334
[5*]N1c2ccccc2C2(c3ccccc3C(=O)c3ccccc32)c2ccccc21,0,314
[16*]c1ccc([16*])c(F)c1,0,476
[16*]c1ccc([16*])c(F)c1,5,527
[16*]c1cccc2oc3ccccc3c12,0,575
[9*]n1c2ccccc2c2cc3c(cc21)c1ccccc1n3[9*],0,320
[9*]n1c2ccccc2c2cc3c(cc21)c1ccccc1n3[9*],21,320
[9*]n1ccc2c3c(ccc4ccc5ccccc5c43)ccc21,0,531
[9*]n1ccc2c3c(ccc4ccc5cc6ccccc6cc5c43)ccc21,0,561
[14*]c1cc([14*])nc(Cl)n1,0,336
[14*]c1cc([14*])nc(Cl)n1,4,336
[16*]c1c(C)c(C)c(B(c2c(C)c(C)c(C#N)c(C)c2C)c2c(C)c(C)c(C#N)c(C)c2C)c(C)c1C,0,439
[9*]n1c2ccccc2c2ncccc21,0,549
[16*]c1cc2nc3c4ccc(C#N)cc4c4cc(C#N)ccc4c3nc2cc1[16*],0,359
[16*]c1cc2nc3c4ccc(C#N)cc4c4cc(C#N)ccc4c3nc2cc1[16*],27,359
[5*]N1c2ccccc2C(C)(C)c2ccc3c(c21)c1ccccc1n3[9*],0,473
[5*]N1c2ccccc2C(C)(C)c2ccc3c(c21)c1ccccc1n3[9*],24,560
[9*]n1c([14*])nc2c3ccc([16*])cc3c3cc([16*])ccc3c21,0,19
[9*]n1c([14*])nc2c3ccc([16*])cc3c3cc([16*])ccc3c21,3,18
[9*]n1c([14*])nc2c3ccc([16*])cc3c3cc([16*])ccc3c21,10,400
[9*]n1c([14*])nc2c3ccc([16*])cc3c3cc([16*])ccc3c21,16,351
[16*]c1ccc2c(c1)c1ccccc1c1nc3cc([16*])c([16*])cc3nc21,0,48
[16*]c1ccc2c(c1)c1ccccc1c1nc3cc([16*])c([16*])cc3nc21,18,73
[16*]c1ccc2c(c1)c1ccccc1c1nc3cc([16*])c([16*])cc3nc21,20,73
[16*]c1cc(F)c([16*])c(F)c1,0,109
[16*]c1cc(F)c([16*])c(F)c1,6,516
[9*]n1c2ccccc2c2cc(C3(c4nc([14*])nc([14*])n4)c4ccccc4-c4ccccc43)ccc21,0,536
[9*]n1c2ccccc2c2cc(C3(c4nc([14*])nc([14*])n4)c4ccccc4-c4ccccc43)ccc21,15,425
[9*]n1c2ccccc2c2cc(C3(c4nc([14*])nc([14*])n4)c4ccccc4-c4ccccc43)ccc21,18,425
[16*]c1cc2ccc3ccc([16*])c4c5nc(C#N)c(C#N)nc5c(c1)c2c34,0,395
[16*]c1cc2ccc3ccc([16*])c4c5nc(C#N)c(C#N)nc5c(c1)c2c34,10,455
[16*]c1cc2c3c([16*])c4cc([16*])c([16*])cc4c([16*])c3c3cc([16*])cc4c5c([16*])c6cc([16*])c([16*])cc6c([16*])c5c(c1)c2c34,0,424
[16*]c1cc2c3c([16*])c4cc([16*])c([16*])cc4c([16*])c3c3cc([16*])cc4c5c([16*])c6cc([16*])c([16*])cc6c([16*])c5c(c1)c2c34,6,218
[16*]c1cc2c3c([16*])c4cc([16*])c([16*])cc4c([16*])c3c3cc([16*])cc4c5c([16*])c6cc([16*])c([16*])cc6c([16*])c5c(c1)c2c34,10,205
[16*]c1cc2c3c([16*])c4cc([16*])c([16*])cc4c([16*])c3c3cc([16*])cc4c5c([16*])c6cc([16*])c([16*])cc6c([16*])c5c(c1)c2c34,12,205
[16*]c1cc2c3c([16*])c4cc([16*])c([16*])cc4c([16*])c3c3cc([16*])cc4c5c([16*])c6cc([16*])c([16*])cc6c([16*])c5c(c1)c2c34,16,218
[16*]c1cc2c3c([16*])c4cc([16*])c([16*])cc4c([16*])c3c3cc([16*])cc4c5c([16*])c6cc([16*])c([16*])cc6c([16*])c5c(c1)c2c34,21,424
[16*]c1cc2c3c([16*])c4cc([16*])c([16*])cc4c([16*])c3c3cc([16*])cc4c5c([16*])c6cc([16*])c([16*])cc6c([16*])c5c(c1)c2c34,26,218
[16*]c1cc2c3c([16*])c4cc([16*])c([16*])cc4c([16*])c3c3cc([16*])cc4c5c([16*])c6cc([16*])c([16*])cc6c([16*])c5c(c1)c2c34,30,205
[16*]c1cc2c3c([16*])c4cc([16*])c([16*])cc4c([16*])c3c3cc([16*])cc4c5c([16*])c6cc([16*])c([16*])cc6c([16*])c5c(c1)c2c34,32,205
[16*]c1cc2c3c([16*])c4cc([16*])c([16*])cc4c([16*])c3c3cc([16*])cc4c5c([16*])c6cc([16*])c([16*])cc6c([16*])c5c(c1)c2c34,36,218
[16*]c1ccc(C)c2ccccc12,0,556
[16*]c1ccc(C#N)nc1,0,236
[5*]N1c2ccc([16*])cc2C2(c3ccccc3-c3ccccc32)c2cc([16*])ccc21,0,42
[5*]N1c2ccc([16*])cc2C2(c3ccccc3-c3ccccc32)c2cc([16*])ccc21,6,161
[5*]N1c2ccc([16*])cc2C2(c3ccccc3-c3ccccc32)c2cc([16*])ccc21,25,161
[9*]n1c2cc([16*])ccc2c2ccc([16*])cc21,0,2
[9*]n1c2cc([16*])ccc2c2ccc([16*])cc21,5,68
[9*]n1c2cc([16*])ccc2c2ccc([16*])cc21,13,68
[5*]N1c2ccccc2C(C)(C)c2ccc3c(oc4ccccc43)c21,0,234
[16*]c1cnc2c(ccc3cc([16*])cnc32)c1,0,417
[16*]c1cnc2c(ccc3cc([16*])cnc32)c1,11,417
[16*]c1cc2nc3c4cc(C#N)ccc4c4ccc(C#N)cc4c3nc2cc1[16*],0,403
[16*]c1cc2nc3c4cc(C#N)ccc4c4ccc(C#N)cc4c3nc2cc1[16*],27,403
[9*]n1c2c(c3ccccc31)CCc1c-2n([9*])c2ccccc12,0,346
[9*]n1c2c(c3ccccc31)CCc1c-2n([9*])c2ccccc12,15,346
[16*]c1c([16*])c(F)c([16*])c(C#N)c1[16*],0,492
[16*]c1c([16*])c(F)c([16*])c(C#N)c1[16*],3,587
[16*]c1c([16*])c(F)c([16*])c(C#N)c1[16*],7,557
[16*]c1c([16*])c(F)c([16*])c(C#N)c1[16*],12,487
[16*]c1cc2c3c([16*])c4cc(Br)c(Br)cc4c([16*])c3c3cc([16*])cc4c5c([16*])c6cc(Br)c(Br)cc6c([16*])c5c(c1)c2c34,0,355
[16*]c1cc2c3c([16*])c4cc(Br)c(Br)cc4c([16*])c3c3cc([16*])cc4c5c([16*])c6cc(Br)c(Br)cc6c([16*])c5c(c1)c2c34,6,208
[16*]c1cc2c3c([16*])c4cc(Br)c(Br)cc4c([16*])c3c3cc([16*])cc4c5c([16*])c6cc(Br)c(Br)cc6c([16*])c5c(c1)c2c34,16,208
[16*]c1cc2c3c([16*])c4cc(Br)c(Br)cc4c([16*])c3c3cc([16*])cc4c5c([16*])c6cc(Br)c(Br)cc6c([16*])c5c(c1)c2c34,21,355
[16*]c1cc2c3c([16*])c4cc(Br)c(Br)cc4c([16*])c3c3cc([16*])cc4c5c([16*])c6cc(Br)c(Br)cc6c([16*])c5c(c1)c2c34,26,208
[16*]c1cc2c3c([16*])c4cc(Br)c(Br)cc4c([16*])c3c3cc([16*])cc4c5c([16*])c6cc(Br)c(Br)cc6c([16*])c5c(c1)c2c34,36,208
[16*]c1ccc2c(=O)c3ccc([16*])cc3sc2c1,0,237
[16*]c1ccc2c(=O)c3ccc([16*])cc3sc2c1,11,237
[16*]c1ccc(O)c([16*])c1,0,153
[16*]c1ccc(O)c([16*])c1,7,87
[14*]c1nc2cccnc2nc1[14*],0,123
[14*]c1nc2cccnc2nc1[14*],11,114
[7*]=C(OB(F)F)c1ccc2c(c1)-c1ccccc1C2,0,558
[16*]c1ccc(Cl)cc1,0,588
[16*]c1ccc2ccc3c([16*])ccc4ccc1c2c43,0,20
[16*]c1ccc2ccc3c([16*])ccc4ccc1c2c43,9,20
[5*]N1c2ccccc2C(C)(C)c2ccc3c(sc4ccccc43)c21,0,239
[7*]=Cc1cc2sc3cc([14*])sc3c2s1,0,535
[7*]=Cc1cc2sc3cc([14*])sc3c2s1,9,467
[9*]n1c2ccccc2c2ccc3c4ccccc4n([9*])c3c21,0,375
[9*]n1c2ccccc2c2ccc3c4ccccc4n([9*])c3c21,19,375
[14*]c1ccc(C#N)cn1,0,495
[16*]c1ccccc1C#N,0,21
[5*]N1c2ccccc2C(c2ccccc2)(c2ccccc2[16*])c2ccccc21,0,35
[5*]N1c2ccccc2C(c2ccccc2)(c2ccccc2[16*])c2ccccc21,21,543
[16*]c1ccc(C#N)c(C#N)c1,0,108
[9*]n1c2ccccc2c2cc3c4ccccc4n4c5ccccc5c(c21)c34,0,387
[16*]c1ccc2c(c1)C1(c3ccccc3S2)c2ccccc2-c2ccccc21,0,268
[7*]=Cc1sc([14*])c([16*])c1F,0,421
[7*]=Cc1sc([14*])c([16*])c1F,5,357
[7*]=Cc1sc([14*])c([16*])c1F,7,390
[14*]c1sc([14*])c(F)c1[16*],0,366
[14*]c1sc([14*])c(F)c1[16*],4,391
[14*]c1sc([14*])c(F)c1[16*],8,363
[14*]c1sc([14*])c(F)c1F,0,274
[14*]c1sc([14*])c(F)c1F,4,274
[9*]n1c2ccccc2c2ccc3c4ccccc4sc3c21,0,398
[14*]c1ccc2nc3c4ccc([16*])cc4c4cc([16*])ccc4c3nc2n1,0,523
[14*]c1ccc2nc3c4ccc([16*])cc4c4cc([16*])ccc4c3nc2n1,11,422
[14*]c1ccc2nc3c4ccc([16*])cc4c4cc([16*])ccc4c3nc2n1,17,374
[16*]c1ccc2c(c1)Oc1cc([16*])cc3c1B2c1ccc([16*])cc1O3,0,213
[16*]c1ccc2c(c1)Oc1cc([16*])cc3c1B2c1ccc([16*])cc1O3,11,89
[16*]c1ccc2c(c1)Oc1cc([16*])cc3c1B2c1ccc([16*])cc1O3,20,213
[16*]c1ccc2c(c1)c1ccccc1c1nc3c4cccnc4c4ncccc4c3nc21,0,265
[14*]c1ncc(S(=O)(=O)c2cnc([14*])nc2)cn1,0,297
[14*]c1ncc(S(=O)(=O)c2cnc([14*])nc2)cn1,12,297
[14*]c1nc2c(ccc3cc4ccccc4cc32)s1,0,497
[9*]n1c2ccccc2c(=O)c2ccc([16*])cc21,0,468
[9*]n1c2ccccc2c(=O)c2ccc([16*])cc21,14,532
[16*]c1ccc2nc3c4ccccc4c4ccccc4c3nc2c1,0,73
[16*]c1cc(C)ccc1C,0,63
[16*]c1cc2oc3ccccc3c2cc1[16*],0,299
[16*]c1cc2oc3ccccc3c2cc1[16*],14,62
[16*]c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc([16*])ccc1S2(=O)=O,0,251
[16*]c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc([16*])ccc1S2(=O)=O,23,251
[16*]c1ccc2c(c1)C(=O)c1cc([16*])ccc1-2,0,166
[16*]c1ccc2c(c1)C(=O)c1cc([16*])ccc1-2,12,166
[14*]c1ccc(S(=O)(=O)c2ccc([14*])nc2)cn1,0,276
[14*]c1ccc(S(=O)(=O)c2ccc([14*])nc2)cn1,12,276
[16*]c1ccc([Si](c2ccc([16*])cc2)(c2ccc([16*])cc2)c2ccc([16*])cc2)cc1,0,61
[16*]c1ccc([Si](c2ccc([16*])cc2)(c2ccc([16*])cc2)c2ccc([16*])cc2)cc1,10,61
[16*]c1ccc([Si](c2ccc([16*])cc2)(c2ccc([16*])cc2)c2ccc([16*])cc2)cc1,17,61
[16*]c1ccc([Si](c2ccc([16*])cc2)(c2ccc([16*])cc2)c2ccc([16*])cc2)cc1,24,61
[9*]n1c2ccccc2c2cc3c([16*])cc(=O)oc3cc21,0,450
[9*]n1c2ccccc2c2cc3c([16*])cc(=O)oc3cc21,12,474
[5*]N1c2ccccc2Oc2cccc([16*])c21,0,10
[5*]N1c2ccccc2Oc2cccc([16*])c21,14,502
[16*]c1cccc(C2(c3ccccc3)c3ccccc3Sc3ccccc32)c1,0,242
[7*]=C(c1ccc([16*])cc1)c1ccc2c(c1)c1ccccc1n2[9*],0,209
[7*]=C(c1ccc([16*])cc1)c1ccc2c(c1)c1ccccc1n2[9*],6,551
[7*]=C(c1ccc([16*])cc1)c1ccc2c(c1)c1ccccc1n2[9*],22,190
[5*]N1c2ccccc2C(C)(C)c2cc3c4ccccc4n([9*])c3cc21,0,479
[5*]N1c2ccccc2C(C)(C)c2cc3c4ccccc4n([9*])c3cc21,21,448
[10*]N1C(=O)c2ccccc2C1=O,0,235
[16*]c1ccc2[nH]c3c(P(=O)(c4ccccc4)c4ccccc4)cc([16*])cc3c2c1,0,443
[16*]c1ccc2[nH]c3c(P(=O)(c4ccccc4)c4ccccc4)cc([16*])cc3c2c1,24,538
[5*]N1c2ccccc2C2(c3ccccc3Oc3ccccc32)c2ccccc21,0,475
[4*]CC(CC)CCCC,0,360
[16*]c1cc2nc3c4ccccc4c4ccccc4c3nc2cc1[16*],0,73
[16*]c1cc2nc3c4ccccc4c4ccccc4c3nc2cc1[16*],23,73
[16*]c1ccc(C2(c3ccc([16*])cc3)c3cc(F)ccc3-c3cc4c(cc32)-c2cc3c(cc2C4(c2ccc([16*])cc2)c2ccc([16*])cc2)-c2ccc([16*])cc2C3(C)C)cc1,0,338
[16*]c1ccc(C2(c3ccc([16*])cc3)c3cc(F)ccc3-c3cc4c(cc32)-c2cc3c(cc2C4(c2ccc([16*])cc2)c2ccc([16*])cc2)-c2ccc([16*])cc2C3(C)C)cc1,10,338
[16*]c1ccc(C2(c3ccc([16*])cc3)c3cc(F)ccc3-c3cc4c(cc32)-c2cc3c(cc2C4(c2ccc([16*])cc2)c2ccc([16*])cc2)-c2ccc([16*])cc2C3(C)C)cc1,37,291
[16*]c1ccc(C2(c3ccc([16*])cc3)c3cc(F)ccc3-c3cc4c(cc32)-c2cc3c(cc2C4(c2ccc([16*])cc2)c2ccc([16*])cc2)-c2ccc([16*])cc2C3(C)C)cc1,44,291
[16*]c1ccc(C2(c3ccc([16*])cc3)c3cc(F)ccc3-c3cc4c(cc32)-c2cc3c(cc2C4(c2ccc([16*])cc2)c2ccc([16*])cc2)-c2ccc([16*])cc2C3(C)C)cc1,51,550
[16*]c1c(F)c([16*])c(C#N)c([16*])c1F,0,478
[16*]c1c(F)c([16*])c(C#N)c([16*])c1F,5,365
[16*]c1c(F)c([16*])c(C#N)c([16*])c1F,10,365
[13*]C1CC(c2ccccc2[16*])=NN1c1ccccc1,0,519
[13*]C1CC(c2ccccc2[16*])=NN1c1ccccc1,10,500
[16*]c1ccc2c(c1)C(C)(C)c1cc([16*])ccc1S2(=O)=O,0,198
[16*]c1ccc2c(c1)C(C)(C)c1cc([16*])ccc1S2(=O)=O,13,198
[5*]N1c2ccccc2Sc2cc([16*])ccc21,0,23
[5*]N1c2ccccc2Sc2cc([16*])ccc21,12,163
